Public Food Key,Food Profile ID,Derivation,Name,Description,Scientific Name,Sampling details,Classification ID,"Energy, with dietary fibre (in kJ)","Energy, without dietary fibre (in kJ)",Moisture (water) (in g),Protein (in g),Nitrogen (in g),Total Fat (in g),Ash (in g),Total dietary fibre (in g),Alcohol (in g),Fructose (in g),Glucose (in g),Sucrose (in g),Maltose (in g),Lactose (in g),Galactose (in g),Maltotriose (in g),Total sugars (in g),Added sugars (in g),Free sugars (in g),Starch (in g),Dextrin (in g),Glycerol (in g),Glycogen (in g),Inulin (in g),Mannitol (in g),Maltodextrin (in g),Oligosaccharides (in g),Raffinose (in g),Stachyose (in g),Sorbitol (in g),Resistant starch (in g),"Available carbohydrate, without sugar alcohols (in g)","Available carbohydrate, with sugar alcohols (in g)",Acetic acid (in g),Citric acid (in g),Fumaric acid (in g),Lactic acid (in g),Malic acid (in g),Oxalic acid (in g),Propionic acid (in g),Quinic acid (in g),Succinic acid (in g),Tartaric acid (in g),Aluminium (Al) (in ug),Antimony (Sb) (in ug),Arsenic (As) (in ug),Cadmium (Cd) (in ug),Calcium (Ca) (in mg),Chromium (Cr) (in ug),Chloride (Cl) (in mg),Cobalt (Co) (in ug),Copper (Cu) (in mg),Fluoride (F) (in ug),Iodine (I) (in ug),Iron (Fe) (in mg),Lead (Pb) (in ug),Magnesium (Mg) (in mg),Manganese (Mn) (in mg),Mercury (Hg) (in ug),Molybdenum (Mo) (in ug),Nickel (Ni) (in ug),Phosphorus (P) (in mg),Potassium (K) (in mg),Selenium (Se) (in ug),Sodium (Na) (in mg),Sulphur (S) (in mg),Tin (Sn) (in ug),Zinc (Zn) (in mg),Retinol (preformed vitamin A) (in ug),Alpha-carotene (in ug),Beta-carotene (in ug),Cryptoxanthin (in ug),Beta-carotene equivalents (provitamin A) (in ug),Vitamin A retinol equivalents (in ug),Lutein (in ug),Lycopene (in ug),Xanthophyl (in ug),Thiamin (B1) (in mg),Riboflavin (B2) (in mg),Niacin (B3) (in mg),Niacin derived from tryptophan (in mg),Niacin derived equivalents (in mg),Pantothenic acid (B5) (in mg),Pyridoxine (B6) (in mg),Biotin (B7) (in ug),Cobalamin (B12) (in ug),"Folate, natural (in ug)",Folic acid (in ug),Total folates (in ug),Dietary folate equivalents (in ug),Vitamin C (in mg),Cholecalciferol (D3) (in ug),Ergocalciferol (D2) (in ug),25-hydroxy cholecalciferol (25-OH D3 (in ug),25-hydroxy ergocalciferol (25-OH D2) (in ug),Vitamin D3 equivalents (in ug),Alpha tocopherol (in mg),Alpha tocotrienol (in mg),Beta tocopherol (in mg),Beta tocotrienol (in mg),Delta tocopherol (in mg),Delta tocotrienol (in mg),Gamma tocopherol (in mg),Gamma tocotrienol (in mg),Vitamin E (in mg),C4 (in %),C4 (in g),C6 (in %),C6 (in g),C8 (in %),C8 (in g),C10 (in %),C10 (in g),C11 (in %),C11 (in g),C12 (in %),C12 (in g),C13 (in %),C13 (in g),C14 (in %),C14 (in g),C15 (in %),C15 (in g),C16 (in %),C16 (in g),C17 (in %),C17 (in g),C18 (in %),C18 (in g),C19 (in %),C19 (in g),C20 (in %),C20 (in g),C21 (in %),C21 (in g),C22 (in %),C22 (in g),C23 (in %),C23 (in g),C24 (in %),C24 (in g),Total saturated fatty acids (in %),Total saturated fatty acids (in g),C12:1 (in %),C12:1 (in g),C14:1 (in %),C14:1 (in g),C15:1 (in %),C15:1 (in g),C16:1 (in %),C16:1 (in g),C17:1 (in %),C17:1 (in g),C18:1 (in %),C18:1 (in g),C20:1 (in %),C20:1 (in g),C22:1 (in %),C22:1 (in g),C24:1 (in %),C24:1 (in g),Total monounsaturated fatty acids (in %),Total monounsaturated fatty acids (in g),C16:2w4 (in %),C16:2w4 (in mg),C16:3 (in %),C16:3 (in g),C18:2w6 (in %),C18:2w6 (in g),C18:3w3 (in %),C18:3w3 (in g),C18:3w4 (in %),C18:3w4 (in g),C18:3w6 (in %),C18:3w6 (in mg),C18:4w1 (in %),C18:4w1 (in g),C18:4w3 (in %),C18:4w3 (in mg),C20:2w6 (in %),C20:2w6 (in mg),C20:3w3 (in %),C20:3w3 (in mg),C20:3w6 (in %),C20:3w6 (in mg),C20:4w3 (in %),C20:4w3 (in mg),C20:4w6 (in %),C20:4w6 (in mg),C20:5w3 (in %),C20:5w3 (in mg),C22:2w6 (in %),C22:2w6 (in mg),C22:4w6 (in %),C22:4w6 (in mg),C22:5w3 (in %),C22:5w3 (in mg),C22:5w6 (in %),C22:5w6 (in g),C22:6w3 (in %),C22:6w3 (in mg),Other polyunsaturated fatty acids (in %),Other polyunsaturated fatty acids (in g),Total polyunsaturated fatty acids (in %),Total polyunsaturated fatty acids (in g),Total long chain omega 3 fatty acids (in %),Total long chain omega 3 fatty acids (in mg),Total undifferentiated fatty acids (in %),Total undifferentiated fatty acids (in mg),Total trans fatty acids (in %),Total trans fatty acids (in mg),Caffeine (in mg),Cholesterol (in mg),Tryptophan (in mg/g N),Tryptophan (in mg),Alanine (in mg/g N),Alanine (in mg),Arginine (in mg/g N),Arginine (in mg),Aspartic acid (in mg/g N),Aspartic acid (in mg),Cystine plus cysteine (in mg/g N),Cystine plus cysteine (in mg),Glutamic acid (in mg/g N),Glutamic acid (in mg),Glycine (in mg/g N),Glycine (in mg),Histidine (in mg/g N),Histidine (in mg),Isoleucine (in mg/g N),Isoleucine (in mg),Leucine (in mg/g N),Leucine (in mg),Lysine (in mg/g N),Lysine (in mg),Methionine (in mg/g N),Methionine (in mg),Phenylalanine (in mg/g N),Phenylalanine (in mg),Proline (in mg/g N),Proline (in mg),Serine (in mg/g N),Serine (in mg),Threonine (in mg/g N),Threonine (in mg),Tyrosine (in mg/g N),Tyrosine (in mg),Valine (in mg/g N),Valine (in mg),Product ID,Category ID,Health Star Rating
F006118,11004,Borrowed,"Nutmeg, dried, ground","Dried and ground seed of Myristica fragrans (M. officinalis or M. aromatica), used as a spice.",Myristica fragrans,"The majority of nutrient data were borrowed from USDA SR28, 02025 - Spices, nutmeg, ground. Iodine was borrowed from NZ FOODfiles 2014, P42 - Spice, nutmeg, ground. Tryptophan was imputed from ground cinnamon. Alcohol, vitamins (retinol, folic acid, B12, D), caffeine and cholesterol were imputed zero.",31302,2090,1924,6.2,5.8,0.93,36.3,2.3,20.8,0.0,,,,,,,,3.0,0.0,0.0,25.5,,,,,,,,,,,,28.5,28.5,,,,,,,,,,,,,,,184,,,,,,0.0,3.04,,183,,,,,213,350,1.6,16,,,2.15,0,,28,,28,5,,,,0.34600000000000003,0.057,1.3,1.2240000000000002,2.52,,0.16,,0.0,76,0,76,76,3,0.0,0,0.0,0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.9,30.51,,,,,,,,,,,,,,,,,,,10.91,3.79,,,,,1.2,0.41,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,,,1.19,0.41,0.0,0.0,,,0.0,0.0,0,0,77.0,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F006281,11005,Borrowed,"Oregano, dried","Dried, and sometimes ground, leaves of Oreganum vulgare, used as a culinary herb.",Origanum vulgare,"The majority of nutrient data were borrowed from USDA SR28, 02027 - Spices, oregano, dried. Alcohol, vitamins (retinol, folic acid, B12, D), iodine, caffeine and cholesterol were imputed zero.",31302,1096,756,9.9,9.0,1.44,4.3,7.9,42.5,0.0,,,,,,,,4.1,0.0,0.0,22.3,,,,,,,,,,,,26.4,26.4,,,,,,,,,,,,,,,1597,,,,,,0.0,36.8,,270,,,,,148,1260,4.5,25,,,2.69,0,,1007,,1007,168,,,,0.177,0.528,4.64,3.451,8.09,,1.04,,0.0,237,0,237,237,2,0.0,0,0.0,0,0.0,18.3,,,,,,,,18.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.66,1.46,,,,,,,,,,,,,,,,,,,19.69,0.67,,,,,20.6,0.7,17.1,0.58,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,,,37.65,1.29,0.0,0.0,,,0.0,0.0,0,0,141.0,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F006316,11006,Borrowed,"Paprika, dry powder",Dried and ground fruit of red capsicums (sweet red peppers).,Capsicum annuum,"The majority of nutrient data were borrowed from the USDA SR28, 02028 Spices, paprika. Iodine was borrowed from NZ FOODfiles 2014, P45 - Spice, paprika. Alcohol, vitamins (folic acid, D), caffeine and cholesterol were imputed zero.",31302,1311,1031,11.2,14.1,2.26,12.9,7.7,34.9,0.0,,,,,,,,10.3,0.0,0.0,8.8,,,,,,,,,,,,19.1,19.1,,,,,,,,,,,,,,,229,,,,,,0.0,21.14,,178,,,,,314,2280,6.3,68,,,4.33,0,,26162,,26162,4360,,,,0.33,1.23,10.06,1.1900000000000002,11.25,,2.14,,0.0,49,0,49,49,1,0.0,0,0.0,0,0.0,29.1,,,,,,,,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.45,1.9,,,,,,,,,,,,,,,,,,,14.61,1.51,,,,,63.0,6.5,3.9,0.4,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,,,66.95,6.9,0.0,0.0,,,0.0,0.0,0,0,31.0,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F006618,11007,Borrowed,"Pepper, black, ground","Dried and ground unripe fruit of the pepper tree (Piper nigrum), used as a spice.",,"The majority of nutrient data were borrowed from USDA SR28, 02030 - Spices, pepper, black. Iodine was borrowed from NZ FOODfiles 2014, P7 - Spice, pepper, black. Alcohol, vitamins (B12, D folic acid), caffeine and cholesterol were imputed zero. Note low sum of proximates - data should be used with caution.",31302,1156,953,12.5,10.4,1.66,3.3,4.5,25.3,0.0,0.2,0.2,0.0,0.0,0.0,0.2,,0.6,0.0,0.0,38.0,,,,,,,,,,,,38.6,38.6,,,,,,,,,,,,,,,443,,,,,,6.0,9.71,,171,,,,,158,1329,4.9,20,,,1.19,0,,310,,310,52,,,,0.10800000000000001,0.18,1.14,0.8500000000000001,1.98,,0.29,,0.0,17,0,17,17,0,0.0,0,0.0,0,0.0,1.0,,,,,,,,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.49,1.39,,,,,,,,,,,,,,,,,,,23.62,0.74,,,,,22.2,0.69,4.9,0.15,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,4.86,0.15,31.9,0.99,0.0,0.0,,,0.0,0.0,0,0,30.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F007715,11008,Borrowed,"Rosemary, dried",Dried woody herb with fragrant needle-like green leaves on small stalks.,Rosmarinus officinalis,"The majority of nutrient data were borrowed from the USDA SR28, 02036 - Spices, rosemary, dried. Iodine was borrowed from NZ FOODfiles 2014, P52 - Herb, rosemary, dried. Tryptophan was imputed from dried, ground thyme. Alcohol, vitamins (B12, D, folic acid, retinol), iodine, caffeine and cholesterol were imputed zero.",31302,1314,973,9.3,4.9,0.78,15.2,6.5,42.6,0.0,,,,,,,,19.6,0.0,0.0,0.8,,,,,,,,,,,,20.4,20.4,,,,,,,,,,,,,,,1280,,,,,,2.3,29.25,,220,,,,,70,955,4.6,50,,,3.23,0,,1880,,1880,313,,,,0.514,0.428,1.0,1.7000000000000002,2.69,,1.74,,0.0,307,0,307,307,61,0.0,0,0.0,0,0.0,7.5,,,,,,,,7.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.93,7.05,,,,,,,,,,,,,,,,,,,23.9,2.91,,,,,9.1,1.11,8.5,1.03,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,0.81,0.1,18.39,2.24,0.0,0.0,,,0.0,0.0,0,0,128.0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F007726,11009,Borrowed,"Sage, dried",Dry leaves of Salvia officinalis used as a herb.,Salvia officinalis,"The majority of nutrient data were borrowed from USDA SR28, 02038, Spices, sage, ground. Iodine was borrowed from NZ FOODfiles 2014, P54 - Herb, sage, ground. Tryptophan was imputed from dried oregano. Alcohol, vitamins (B12, folic acid, retinol, D), iodine, caffeine and cholesterol were imputed zero.",31302,1320,998,8.0,10.6,1.7,12.8,8.0,40.3,0.0,,,,,,,,1.7,0.0,0.0,18.7,,,,,,,,,,,,20.4,20.4,,,,,,,,,,,,,,,1652,,,,,,1.8,28.12,,428,,,,,91,1070,3.7,11,,,4.7,0,,3485,,3485,581,,,,0.754,0.336,5.72,4.08,9.8,,2.69,,0.0,274,0,274,274,32,0.0,0,0.0,0,0.0,7.5,,,,,,,,7.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.95,7.03,,,,,,,,,,,,,,,,,,,17.54,1.79,,,,,5.0,0.51,11.5,1.18,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,,,16.51,1.68,0.0,0.0,,,0.0,0.0,0,0,141.0,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F009160,11010,Borrowed,"Thyme, dried, ground","Dried, and sometimes ground, leaves of Thymus vulgaris, used as a culinary herb.",Thymus vulgaris,"The majority of nutrient data were borrowed from the USDA, record 02042 - Spices, thyme, dried. Iodine was borrowed from NZ FOODfiles 2014, P57 - Herb, thyme, dried, ground. Alcohol, vitamins (folic acid, B12, D) and caffeine were imputed zero.",31302,1182,886,7.8,9.1,1.46,7.4,11.7,37.0,0.0,,,,,,,,1.7,0.0,0.0,25.2,,,,,,,,,,,,26.9,26.9,,,,,,,,,,,,,,,1890,,,,,,2.3,123.6,,220,,,,,201,814,4.6,55,,,6.18,0,,2264,,2264,377,,,,0.513,0.39899999999999997,4.94,3.1620000000000004,8.100000000000001,,0.55,,0.0,274,0,274,274,50,0.0,0,0.0,0,0.0,7.5,,,,,,,,7.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.19,3.7,,,,,,,,,,,,,,,,,,,10.71,0.64,,,,,11.4,0.68,15.7,0.93,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,,,27.11,1.61,0.0,0.0,,,0.0,0.0,0,0,128.0,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F009335,11011,Borrowed,"Turmeric, dried, ground","Dried and ground rhizome of Curcuma domestica or C. longa, used as a spice.",Curcuma domestica or Curcuma longa,"The majority of nutrient data were borrowed from USDA SR28, 02043 - Spices, turmeric, ground. Iodine was borrowed from NZ FOODfiles 2014, P58 - Spice, turmeric, ground. Alcohol, vitamins (folic acid, B12, D), caffeine and cholesterol were imputed zero.",31302,1219,1037,12.8,9.7,1.55,3.2,7.1,22.7,0.0,,,,,,,,3.2,0.0,0.0,41.2,,,,,,,,,,,,44.4,44.4,,,,,,,,,,,,,,,168,,,,,,2.3,55.0,,208,,,,,299,2080,6.2,27,,,4.5,0,,0,,0,0,,,,0.057999999999999996,0.15,1.35,2.89,4.24,,1.8,,0.0,20,0,20,20,1,0.0,0,0.0,0,0.0,4.4,,,,,,,,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.4,1.88,,,,,,,,,,,,,,,,,,,14.76,0.46,,,,,22.1,0.69,2.8,0.09,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,,,24.84,0.77,0.0,0.0,,,0.0,0.0,0,0,110.0,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F007870,11166,Analysed,"Salt substitute, potassium chloride","Product sold as a replacement for regular table salt, containing predominantly potassium chloride.",,"The majority of nutrient data were imputed from non-iodised table salt. Na and K were derived from 3 samples of salt substitutes (Cenovis, Co-Salt and Pressor K) purchased in Sydney in 1984. Ash and vitamin B6 were borrowed from USDA SR28, 02047 - Salt, table. Vitamins (folic acid, alpha-tocopherol, D, B12) and caffeine were imputed zero.",31301,0,0,0.2,0.0,0.0,0.0,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,34,,,,,,19.9,0.0,,1,,,,,3,50009,2.6,33,,,0.1,0,,0,,0,0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F007878,11167,Analysed,"Salt, table, iodised","Fine granules of sodium chloride sold for direct addition to foods, to which iodine has been added in the form of potassium iodate or iodide. May contain free-flowing agents.",Sodium chloride,"The majority of nutrient data were imputed from non-iodised table salt. Minerals (K, Na, P, Mn, Fe, Ca, Cl) were derived from 6 samples of iodised table salt purchased in QLD, VIC and WA in 2004. Ash and vitamin B6 were borrowed from USDA SR28, 02047 - Salt, table. Vitamins (folic acid, alpha-tocopherol, D, B12) and caffeine were imputed zero.",31301,0,0,0.2,0.0,0.0,0.0,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,34,0.0,61200.0,,,,4400.0,0.0,,1,0.054000000000000006,,0.2,2.0,3,98,1.9,38168,,,0.1,0,,0,,0,0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F007879,11168,Analysed,"Salt, table, non-iodised",Fine granules of sodium chloride sold for direct addition to foods. May contain free-flowing agents and small amounts of other minerals such as potassium.,Sodium chloride,"Na and K were derived from 3 samples of table salt (Crown, Pacific and Saxa) purchased in Sydney in 1983. Minerals (I, Se, Mo, Ni, Cr) were derived from 6 samples of table salt purchased in QLD, SA and TAS in 2004. Minerals (Ca, P, Fe) were imputed from iodised table salt. Cl was calculated from the molecular formula after being adjusted for other components. Proximates (moisture, ash) and vitamin B6 were borrowed from USDA SR28, 02047 - Salt, table. Vitamins (folic acid, alpha-tocopherol, D, B12) and caffeine were imputed zero. The remaining values were prepared for AUSNUT 1999.",31301,0,0,0.2,0.0,0.0,0.0,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,34,3.8,61200.0,,,,19.9,0.0,,1,,,0.0,5.0,3,17,2.6,38178,,,0.1,0,,0,,0,0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F008933,11169,Analysed,"Stock, dry powder or cube",Concentrated meat stock that is dried and supplied as a powder or compressed into a cube. Contains ingredients such as salt and flavours.,,"The majority of nutrient data were derived from a composite of 2 samples of stock cubes (chicken and beef) purchased in Adelaide in 1990. Total nitrogen was reduced by 10% to account for purine nitrogen. B6 and iodine were borrowed from NZ FOODfiles 2014, P16 - Stock, Oxo cubes. Alpha-tocopherol was borrowed from USDA SR28, 06076 - Soup, beef broth, cubed, dry. Tryptophan was imputed from various beef cuts. Proximates (alcohol, fibre), vitamins (B12, C, D, folic acid, retinol), caffeine and cholesterol were imputed zero.",31303,900,900,3.6,11.3,1.81,8.9,55.4,0.0,0.0,0.1,0.1,4.1,0.0,0.0,,,4.3,2.8,2.8,18.2,,,,,,,,,,,,22.5,22.5,,,,,,,,,,,,,,,71,,32100.0,,0.0,50.0,44.0,2.5,,25,0.49,,,,200,250,6.0,18400,130.0,,0.4,0,0.0,24,0.0,24,4,,,,0.13,0.14,3.1,1.564,4.66,0.44,0.1,5.3,0.0,14,0,14,14,0,0.0,0,0.0,0,0.0,0.0,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.3,0.03,,,1.1,0.09,0.0,0.0,44.2,3.76,0.1,0.01,5.4,0.46,,,0.4,0.03,,,0.0,0.0,,,0.0,0.0,51.5,4.38,,,,,,,,,,,,,,,,,,,35.97,3.06,,,,,7.8,0.66,0.1,0.01,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,,,7.86,0.67,0.0,0.0,,,5.2,439.03,0,0,51.0,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.5
F009072,11170,Analysed,"Taco seasoning mix, chilli-based","Powdered product intended for addition to meat and other ingredients to prepare Mexican-style dishes such as taco filling. Typical ingredients include salt, sugar, maize starch, spices, chilli and citric acid.",,"The majority of nutrient data were derived from a composite of 8 samples of taco seasoning mix (4x Old El Paso, 3x Casa Fiesta, 1x Farmland) purchased in Adelaide in January 1996. Iodine was estimated based on product containing 30% non-iodised salt. Alcohol, vitamins (B12, C, D, folic acid, folate, retinol), caffeine and cholesterol were imputed zero. Note low sum of proximates - data should be used with caution.",31303,1010,931,6.8,5.9,0.94,4.1,25.9,9.9,0.0,2.0,1.1,9.3,0.0,6.8,,,19.2,11.2,11.2,20.5,,,,,,,,,,,,39.7,39.7,,1.7,,0.0,0.4,,,0.2,,,,,,,240,,14000.0,,0.34,0.0,6.0,6.3,,76,0.74,,,,200,700,6.0,9350,,,0.91,0,0.0,1400,,1400,233,,,,0.13,0.25,2.2,0.0,2.2,0.47,0.31,,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,3.7,,,,,,,,3.7,0.0,0.0,0.0,0.0,0.6,0.02,0.5,0.02,,,4.2,0.16,,,2.5,0.1,0.0,0.0,15.4,0.6,0.0,0.0,4.2,0.16,,,0.2,0.01,,,0.2,0.01,,,0.1,0.0,27.9,1.1,,,0.0,0.0,,,0.4,0.02,,,23.2,0.91,0.0,0.0,0.0,0.0,0.0,0.0,23.6,0.92,,,,,45.6,1.79,2.8,0.11,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,48.4,1.9,0.0,0.0,,,0.0,0.0,0,0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.5
F000247,13935,Recipe,"Baking powder, dry powder","Fine white powder used to chemically leaven baked goods such as cakes. Composed of 50% cream of tartar, 25% baking soda, and 25% starch.",Sodium bicarbonate,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,31501,365,361,4.0,0.8,0.14,0.3,27.8,0.4,0.0,,,,,,,,0.1,0.0,0.0,19.8,,,,,,,,,,,,19.8,19.8,,,,,,,,,,,,,,,6,,,,,,1.0,2.02,,9,,,,,29,8267,1.6,6868,,,0.36,0,,0,,0,0,,,,0.026000000000000002,0.001,0.41,0.15300000000000002,0.57,,0.02,,0.0,3,0,3,3,0,0.0,0,0.0,0,0.0,0.1,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,0.07,,,,,,0.09,,0.01,,,,,,,,,,,,,,,,,,,,0.25,,,,,,0.0,,,,0.0,,,,0.1,,0.249,,,,0.0,0,0,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.5
F000248,13936,Borrowed,"Baking soda (bicarbonate), dry powder",Fine white powder used to chemically leaven baked goods such as cakes.,Sodium bicarbonate,"The majority of nutrient data were borrowed from USDA SR28, 18372 - Leavening agents, baking soda. Iodine was borrowed from NZ FOODfiles 2014 Version 01, P1 - Baking powder. Alcohol, vitamins (B12, D, folic acid, retinol), fatty acids, cholesterol, tryptophan and caffeine were imputed zero.",31501,0,0,0.2,0.0,0.0,0.0,36.9,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,0,,,,,,0.0,0.0,,0,,,,,0,0,0.2,27360,,,0.0,0,,0,,0,0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.5
F003250,13937,Borrowed,"Cream of tartar, dry powder","Purified, crystallised potassium bitartrate, used as the acid component of some fast acting baking powder mixtures.",Potassium bitartrate,"The majority of nutrient data were borrowed from the USDA SR28, 18373 - Leavening agents, cream of tartar. Iodine, tryptophan and total trans fatty acids were borrowed from McCance and Widdowson's composition of foods integrated dataset 2015, no. 17-358 - Cream of tartar. Note low sum of proximates which is likely due to unanalysed derivatives of tartaric acid.",31501,2,0,1.7,0.0,0.0,0.0,36.8,0.2,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,8,,,,,,0.0,3.72,,2,,,,,5,16500,0.2,52,,,0.42,0,,0,,0,0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.0
